Unified_Screen_ID,Legacy_Screen_ID,Module,Group,Arabic_Name,English_Name,Application,Priority,Purpose,Tabs_Areas,Key_Fields,Grid_Columns,Actions,Workflow,Permissions,Related_Tables,Benchmark_Refs,P1_W3_Screen_ID,P1_W3_Contract_Status,Disposition,Decision_Required,Notes
U-SCR-264,CUS-013,CUS,الجمارك والتخليص,طلبات/مواعيد المعاينة,Inspection Requests,ويب الإدارة/سطح المكتب (Admin Web/Desktop),P0,تسجيل موعد ومكان ونتيجة المعاينة.,الملف (File) | الشحنة (Shipment) | الإقرار (Declaration) | البنود (Lines) | المستندات (Documents) | الرسوم (Charges) | التصاريح (Permits) | المعاينة (Inspection) | الحالة (Status) | التدقيق (Audit),رقم الملف/الإقرار (File/Declaration No) | العميل (Customer) | الشحنة/البوليصة (Shipment/Waybill) | نوع الإجراء (Procedure) | المكتب الجمركي (Customs Office) | HS (HS Code) | القيمة (Value) | العملة (Currency) | الرسوم (Duties) | الحالة (Status),البند (Line) | HS (HS Code) | الوصف (Description) | الكمية (Quantity) | القيمة (Value) | الرسوم (Duties) | الحالة (Status),إنشاء (Create) | تحقق (Validate) | تقديم (Submit) | إعادة تقديم (Resubmit) | تسجيل معاينة (Inspect) | تسجيل دفع (Record Payment) | إفراج (Release) | إغلاق (Close),Draft → Documents Complete → Submitted → Accepted/Rejected → Inspection if required → Duties Paid → Released → Closed,CUS-013.View | CUS-013.Edit | CUS-013.Submit | CUS-013.Release,CustomsClearanceFiles | CustomsDeclarations | CustomsDeclarationLines | CustomsDocuments | CustomsCharges | CustomsInspections | CustomsPermits | CustomsStatusHistory,R46,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-265,CUS-014,CUS,الجمارك والتخليص,مدفوعات الجمارك,Customs Payments,ويب الإدارة/سطح المكتب (Admin Web/Desktop),P0,إثبات سداد الرسوم وربطها بالملف.,الملف (File) | الشحنة (Shipment) | الإقرار (Declaration) | البنود (Lines) | المستندات (Documents) | الرسوم (Charges) | التصاريح (Permits) | المعاينة (Inspection) | الحالة (Status) | التدقيق (Audit),رقم الملف/الإقرار (File/Declaration No) | العميل (Customer) | الشحنة/البوليصة (Shipment/Waybill) | نوع الإجراء (Procedure) | المكتب الجمركي (Customs Office) | HS (HS Code) | القيمة (Value) | العملة (Currency) | الرسوم (Duties) | الحالة (Status),البند (Line) | HS (HS Code) | الوصف (Description) | الكمية (Quantity) | القيمة (Value) | الرسوم (Duties) | الحالة (Status),إنشاء (Create) | تحقق (Validate) | تقديم (Submit) | إعادة تقديم (Resubmit) | تسجيل معاينة (Inspect) | تسجيل دفع (Record Payment) | إفراج (Release) | إغلاق (Close),Draft → Documents Complete → Submitted → Accepted/Rejected → Inspection if required → Duties Paid → Released → Closed,CUS-014.View | CUS-014.Edit | CUS-014.Submit | CUS-014.Release,CustomsClearanceFiles | CustomsDeclarations | CustomsDeclarationLines | CustomsDocuments | CustomsCharges | CustomsInspections | CustomsPermits | CustomsStatusHistory,R46,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-266,CUS-015,CUS,الجمارك والتخليص,الإفراج الجمركي,Customs Release,ويب الإدارة/سطح المكتب (Admin Web/Desktop),P0,توثيق الإفراج والقيود والملاحظات.,الملف (File) | الشحنة (Shipment) | الإقرار (Declaration) | البنود (Lines) | المستندات (Documents) | الرسوم (Charges) | التصاريح (Permits) | المعاينة (Inspection) | الحالة (Status) | التدقيق (Audit),رقم الملف/الإقرار (File/Declaration No) | العميل (Customer) | الشحنة/البوليصة (Shipment/Waybill) | نوع الإجراء (Procedure) | المكتب الجمركي (Customs Office) | HS (HS Code) | القيمة (Value) | العملة (Currency) | الرسوم (Duties) | الحالة (Status),البند (Line) | HS (HS Code) | الوصف (Description) | الكمية (Quantity) | القيمة (Value) | الرسوم (Duties) | الحالة (Status),إنشاء (Create) | تحقق (Validate) | تقديم (Submit) | إعادة تقديم (Resubmit) | تسجيل معاينة (Inspect) | تسجيل دفع (Record Payment) | إفراج (Release) | إغلاق (Close),Draft → Documents Complete → Submitted → Accepted/Rejected → Inspection if required → Duties Paid → Released → Closed,CUS-015.View | CUS-015.Edit | CUS-015.Submit | CUS-015.Release,CustomsClearanceFiles | CustomsDeclarations | CustomsDeclarationLines | CustomsDocuments | CustomsCharges | CustomsInspections | CustomsPermits | CustomsStatusHistory,R46,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-267,CUS-016,CUS,الجمارك والتخليص,الربط بالشحنة والبوليصة,Shipment / Waybill Link,ويب الإدارة/سطح المكتب (Admin Web/Desktop),P0,ربط ملف التخليص بالشحنة والمراحل والمستندات.,الملف (File) | الشحنة (Shipment) | الإقرار (Declaration) | البنود (Lines) | المستندات (Documents) | الرسوم (Charges) | التصاريح (Permits) | المعاينة (Inspection) | الحالة (Status) | التدقيق (Audit),رقم الملف/الإقرار (File/Declaration No) | العميل (Customer) | الشحنة/البوليصة (Shipment/Waybill) | نوع الإجراء (Procedure) | المكتب الجمركي (Customs Office) | HS (HS Code) | القيمة (Value) | العملة (Currency) | الرسوم (Duties) | الحالة (Status),البند (Line) | HS (HS Code) | الوصف (Description) | الكمية (Quantity) | القيمة (Value) | الرسوم (Duties) | الحالة (Status),إنشاء (Create) | تحقق (Validate) | تقديم (Submit) | إعادة تقديم (Resubmit) | تسجيل معاينة (Inspect) | تسجيل دفع (Record Payment) | إفراج (Release) | إغلاق (Close),Draft → Documents Complete → Submitted → Accepted/Rejected → Inspection if required → Duties Paid → Released → Closed,CUS-016.View | CUS-016.Edit | CUS-016.Submit | CUS-016.Release,CustomsClearanceFiles | CustomsDeclarations | CustomsDeclarationLines | CustomsDocuments | CustomsCharges | CustomsInspections | CustomsPermits | CustomsStatusHistory,R46,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-268,CUS-017,CUS,الجمارك والتخليص,مهام المخلص,Broker Task Board,ويب الإدارة/سطح المكتب (Admin Web/Desktop),P0,إسناد ومتابعة مهام المخلص والمواعيد.,الملف (File) | الشحنة (Shipment) | الإقرار (Declaration) | البنود (Lines) | المستندات (Documents) | الرسوم (Charges) | التصاريح (Permits) | المعاينة (Inspection) | الحالة (Status) | التدقيق (Audit),رقم الملف/الإقرار (File/Declaration No) | العميل (Customer) | الشحنة/البوليصة (Shipment/Waybill) | نوع الإجراء (Procedure) | المكتب الجمركي (Customs Office) | HS (HS Code) | القيمة (Value) | العملة (Currency) | الرسوم (Duties) | الحالة (Status),البند (Line) | HS (HS Code) | الوصف (Description) | الكمية (Quantity) | القيمة (Value) | الرسوم (Duties) | الحالة (Status),إنشاء (Create) | تحقق (Validate) | تقديم (Submit) | إعادة تقديم (Resubmit) | تسجيل معاينة (Inspect) | تسجيل دفع (Record Payment) | إفراج (Release) | إغلاق (Close),Draft → Documents Complete → Submitted → Accepted/Rejected → Inspection if required → Duties Paid → Released → Closed,CUS-017.View | CUS-017.Edit | CUS-017.Submit | CUS-017.Release,CustomsClearanceFiles | CustomsDeclarations | CustomsDeclarationLines | CustomsDocuments | CustomsCharges | CustomsInspections | CustomsPermits | CustomsStatusHistory,R46,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-269,CUS-018,CUS,الجمارك والتخليص,خط زمني لحالة التخليص,Clearance Status Timeline,ويب الإدارة/سطح المكتب (Admin Web/Desktop),P0,أحداث Submitted/Accepted/Rejected/Inspection/Released.,الملف (File) | الشحنة (Shipment) | الإقرار (Declaration) | البنود (Lines) | المستندات (Documents) | الرسوم (Charges) | التصاريح (Permits) | المعاينة (Inspection) | الحالة (Status) | التدقيق (Audit),رقم الملف/الإقرار (File/Declaration No) | العميل (Customer) | الشحنة/البوليصة (Shipment/Waybill) | نوع الإجراء (Procedure) | المكتب الجمركي (Customs Office) | HS (HS Code) | القيمة (Value) | العملة (Currency) | الرسوم (Duties) | الحالة (Status),البند (Line) | HS (HS Code) | الوصف (Description) | الكمية (Quantity) | القيمة (Value) | الرسوم (Duties) | الحالة (Status),إنشاء (Create) | تحقق (Validate) | تقديم (Submit) | إعادة تقديم (Resubmit) | تسجيل معاينة (Inspect) | تسجيل دفع (Record Payment) | إفراج (Release) | إغلاق (Close),Draft → Documents Complete → Submitted → Accepted/Rejected → Inspection if required → Duties Paid → Released → Closed,CUS-018.View | CUS-018.Edit | CUS-018.Submit | CUS-018.Release,CustomsClearanceFiles | CustomsDeclarations | CustomsDeclarationLines | CustomsDocuments | CustomsCharges | CustomsInspections | CustomsPermits | CustomsStatusHistory,R46,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-270,CUS-019,CUS,الجمارك والتخليص,استثناءات ورفض الجمارك,Customs Exceptions & Rejections,ويب الإدارة/سطح المكتب (Admin Web/Desktop),P0,معالجة الرفض والنواقص وإعادة التقديم.,الملف (File) | الشحنة (Shipment) | الإقرار (Declaration) | البنود (Lines) | المستندات (Documents) | الرسوم (Charges) | التصاريح (Permits) | المعاينة (Inspection) | الحالة (Status) | التدقيق (Audit),رقم الملف/الإقرار (File/Declaration No) | العميل (Customer) | الشحنة/البوليصة (Shipment/Waybill) | نوع الإجراء (Procedure) | المكتب الجمركي (Customs Office) | HS (HS Code) | القيمة (Value) | العملة (Currency) | الرسوم (Duties) | الحالة (Status),البند (Line) | HS (HS Code) | الوصف (Description) | الكمية (Quantity) | القيمة (Value) | الرسوم (Duties) | الحالة (Status),إنشاء (Create) | تحقق (Validate) | تقديم (Submit) | إعادة تقديم (Resubmit) | تسجيل معاينة (Inspect) | تسجيل دفع (Record Payment) | إفراج (Release) | إغلاق (Close),Draft → Documents Complete → Submitted → Accepted/Rejected → Inspection if required → Duties Paid → Released → Closed,CUS-019.View | CUS-019.Edit | CUS-019.Submit | CUS-019.Release,CustomsClearanceFiles | CustomsDeclarations | CustomsDeclarationLines | CustomsDocuments | CustomsCharges | CustomsInspections | CustomsPermits | CustomsStatusHistory,R46,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-271,CUS-020,CUS,الجمارك والتخليص,تقارير الجمارك والامتثال,Customs & Compliance Reports,ويب الإدارة/سطح المكتب (Admin Web/Desktop),P0,تقارير الملفات والرسوم والزمن والاستثناءات.,الفلاتر (Filters) | النتائج (Results) | المؤشرات (KPIs) | التصدير (Export),رقم الملف/الإقرار (File/Declaration No) | العميل (Customer) | الشحنة/البوليصة (Shipment/Waybill) | نوع الإجراء (Procedure) | المكتب الجمركي (Customs Office) | HS (HS Code) | القيمة (Value) | العملة (Currency) | الرسوم (Duties) | الحالة (Status),البند (Line) | HS (HS Code) | الوصف (Description) | الكمية (Quantity) | القيمة (Value) | الرسوم (Duties) | الحالة (Status),إنشاء (Create) | تحقق (Validate) | تقديم (Submit) | إعادة تقديم (Resubmit) | تسجيل معاينة (Inspect) | تسجيل دفع (Record Payment) | إفراج (Release) | إغلاق (Close),Draft → Documents Complete → Submitted → Accepted/Rejected → Inspection if required → Duties Paid → Released → Closed,CUS-020.View | CUS-020.Edit | CUS-020.Submit | CUS-020.Release,CustomsClearanceFiles | CustomsDeclarations | CustomsDeclarationLines | CustomsDocuments | CustomsCharges | CustomsInspections | CustomsPermits | CustomsStatusHistory,R46,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-272,HR-001,HR,الموارد البشرية والرواتب,ملف الموظف,Employee Profile,ويب الإدارة/سطح المكتب + خدمة ذاتية عند الحاجة (Admin + Self-Service),P1,السجل الموحد للموظف وبياناته الوظيفية.,البيانات الأساسية (General) | الوظيفة/العقد (Employment/Contract) | الجدول والحضور (Schedule/Attendance) | الرواتب (Payroll) | الوثائق (Documents) | الطلبات (Requests) | التدقيق (Audit),رقم الموظف (Employee No) | الموظف (Employee) | الشركة/الفرع (Company/Branch) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | الوردية (Shift) | الحالة (Status) | المبلغ/الساعات (Amount/Hours),الموظف (Employee) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | القيمة (Value) | الحالة (Status),جديد (New) | حفظ (Save) | طلب (Request) | اعتماد (Approve) | رفض (Reject) | احتساب (Calculate) | إقفال (Close) | طباعة (Print),Draft/Request → Validation → Approval when required → Effective/Processed → Audit,HR-001.View | HR-001.Edit | HR-001.Approve,Employees | EmployeeContracts | EmployeeDocuments | Jobs | Positions | Shifts | EmployeeSchedules | AttendanceEntries | LeaveRequests | PayrollRuns | PayrollRunLines,R49,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-273,HR-002,HR,الموارد البشرية والرواتب,الهيكل التنظيمي للموارد البشرية,HR Organization Structure,ويب الإدارة/سطح المكتب + خدمة ذاتية عند الحاجة (Admin + Self-Service),P1,الإدارات والأقسام وعلاقات التقارير.,البيانات الأساسية (General) | القواعد (Rules) | الاستخدام (Usage) | التدقيق (Audit),رقم الموظف (Employee No) | الموظف (Employee) | الشركة/الفرع (Company/Branch) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | الوردية (Shift) | الحالة (Status) | المبلغ/الساعات (Amount/Hours),الموظف (Employee) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | القيمة (Value) | الحالة (Status),جديد (New) | حفظ (Save) | طلب (Request) | اعتماد (Approve) | رفض (Reject) | احتساب (Calculate) | إقفال (Close) | طباعة (Print),Draft/Request → Validation → Approval when required → Effective/Processed → Audit,HR-002.View | HR-002.Edit | HR-002.Approve,Employees | EmployeeContracts | EmployeeDocuments | Jobs | Positions | Shifts | EmployeeSchedules | AttendanceEntries | LeaveRequests | PayrollRuns | PayrollRunLines,R49,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-274,HR-003,HR,الموارد البشرية والرواتب,الوظائف,Jobs,ويب الإدارة/سطح المكتب + خدمة ذاتية عند الحاجة (Admin + Self-Service),P1,تعريف الوظائف والمتطلبات.,البيانات الأساسية (General) | القواعد (Rules) | الاستخدام (Usage) | التدقيق (Audit),رقم الموظف (Employee No) | الموظف (Employee) | الشركة/الفرع (Company/Branch) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | الوردية (Shift) | الحالة (Status) | المبلغ/الساعات (Amount/Hours),الموظف (Employee) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | القيمة (Value) | الحالة (Status),جديد (New) | حفظ (Save) | طلب (Request) | اعتماد (Approve) | رفض (Reject) | احتساب (Calculate) | إقفال (Close) | طباعة (Print),Draft/Request → Validation → Approval when required → Effective/Processed → Audit,HR-003.View | HR-003.Edit | HR-003.Approve,Employees | EmployeeContracts | EmployeeDocuments | Jobs | Positions | Shifts | EmployeeSchedules | AttendanceEntries | LeaveRequests | PayrollRuns | PayrollRunLines,R49,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-275,HR-004,HR,الموارد البشرية والرواتب,المناصب,Positions,ويب الإدارة/سطح المكتب + خدمة ذاتية عند الحاجة (Admin + Self-Service),P1,المناصب المعتمدة والشواغر وربطها بالوحدات.,البيانات الأساسية (General) | القواعد (Rules) | الاستخدام (Usage) | التدقيق (Audit),رقم الموظف (Employee No) | الموظف (Employee) | الشركة/الفرع (Company/Branch) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | الوردية (Shift) | الحالة (Status) | المبلغ/الساعات (Amount/Hours),الموظف (Employee) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | القيمة (Value) | الحالة (Status),جديد (New) | حفظ (Save) | طلب (Request) | اعتماد (Approve) | رفض (Reject) | احتساب (Calculate) | إقفال (Close) | طباعة (Print),Draft/Request → Validation → Approval when required → Effective/Processed → Audit,HR-004.View | HR-004.Edit | HR-004.Approve,Employees | EmployeeContracts | EmployeeDocuments | Jobs | Positions | Shifts | EmployeeSchedules | AttendanceEntries | LeaveRequests | PayrollRuns | PayrollRunLines,R49,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-276,HR-005,HR,الموارد البشرية والرواتب,عقود الموظفين,Employee Contracts,ويب الإدارة/سطح المكتب + خدمة ذاتية عند الحاجة (Admin + Self-Service),P1,إدارة العقود والمدة والأجر والشروط.,البيانات الأساسية (General) | الوظيفة/العقد (Employment/Contract) | الجدول والحضور (Schedule/Attendance) | الرواتب (Payroll) | الوثائق (Documents) | الطلبات (Requests) | التدقيق (Audit),رقم الموظف (Employee No) | الموظف (Employee) | الشركة/الفرع (Company/Branch) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | الوردية (Shift) | الحالة (Status) | المبلغ/الساعات (Amount/Hours),الموظف (Employee) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | القيمة (Value) | الحالة (Status),جديد (New) | حفظ (Save) | طلب (Request) | اعتماد (Approve) | رفض (Reject) | احتساب (Calculate) | إقفال (Close) | طباعة (Print),Draft/Request → Validation → Approval when required → Effective/Processed → Audit,HR-005.View | HR-005.Edit | HR-005.Approve,Employees | EmployeeContracts | EmployeeDocuments | Jobs | Positions | Shifts | EmployeeSchedules | AttendanceEntries | LeaveRequests | PayrollRuns | PayrollRunLines,R49,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-277,HR-006,HR,الموارد البشرية والرواتب,وثائق الموظف,Employee Documents,ويب الإدارة/سطح المكتب + خدمة ذاتية عند الحاجة (Admin + Self-Service),P1,الهوية والجواز والرخص والشهادات وتواريخ الانتهاء.,البيانات الأساسية (General) | الوظيفة/العقد (Employment/Contract) | الجدول والحضور (Schedule/Attendance) | الرواتب (Payroll) | الوثائق (Documents) | الطلبات (Requests) | التدقيق (Audit),رقم الموظف (Employee No) | الموظف (Employee) | الشركة/الفرع (Company/Branch) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | الوردية (Shift) | الحالة (Status) | المبلغ/الساعات (Amount/Hours),الموظف (Employee) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | القيمة (Value) | الحالة (Status),جديد (New) | حفظ (Save) | طلب (Request) | اعتماد (Approve) | رفض (Reject) | احتساب (Calculate) | إقفال (Close) | طباعة (Print),Draft/Request → Validation → Approval when required → Effective/Processed → Audit,HR-006.View | HR-006.Edit | HR-006.Approve,Employees | EmployeeContracts | EmployeeDocuments | Jobs | Positions | Shifts | EmployeeSchedules | AttendanceEntries | LeaveRequests | PayrollRuns | PayrollRunLines,R49,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-278,HR-007,HR,الموارد البشرية والرواتب,تأهيل السائق وظيفيًا,Driver HR Qualification,ويب الإدارة/سطح المكتب + خدمة ذاتية عند الحاجة (Admin + Self-Service),P1,ربط بيانات السائق الوظيفية بالرخص والفئات والتأهيل.,البيانات الأساسية (General) | الوظيفة/العقد (Employment/Contract) | الجدول والحضور (Schedule/Attendance) | الرواتب (Payroll) | الوثائق (Documents) | الطلبات (Requests) | التدقيق (Audit),رقم الموظف (Employee No) | الموظف (Employee) | الشركة/الفرع (Company/Branch) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | الوردية (Shift) | الحالة (Status) | المبلغ/الساعات (Amount/Hours),الموظف (Employee) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | القيمة (Value) | الحالة (Status),جديد (New) | حفظ (Save) | طلب (Request) | اعتماد (Approve) | رفض (Reject) | احتساب (Calculate) | إقفال (Close) | طباعة (Print),Draft/Request → Validation → Approval when required → Effective/Processed → Audit,HR-007.View | HR-007.Edit | HR-007.Approve,Employees | EmployeeContracts | EmployeeDocuments | Jobs | Positions | Shifts | EmployeeSchedules | AttendanceEntries | LeaveRequests | PayrollRuns | PayrollRunLines,R49,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-279,HR-008,HR,الموارد البشرية والرواتب,الورديات,Shifts,ويب الإدارة/سطح المكتب + خدمة ذاتية عند الحاجة (Admin + Self-Service),P1,تعريف الورديات والاستراحات والقواعد.,البيانات الأساسية (General) | القواعد (Rules) | الاستخدام (Usage) | التدقيق (Audit),رقم الموظف (Employee No) | الموظف (Employee) | الشركة/الفرع (Company/Branch) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | الوردية (Shift) | الحالة (Status) | المبلغ/الساعات (Amount/Hours),الموظف (Employee) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | القيمة (Value) | الحالة (Status),جديد (New) | حفظ (Save) | طلب (Request) | اعتماد (Approve) | رفض (Reject) | احتساب (Calculate) | إقفال (Close) | طباعة (Print),Draft/Request → Validation → Approval when required → Effective/Processed → Audit,HR-008.View | HR-008.Edit | HR-008.Approve,Employees | EmployeeContracts | EmployeeDocuments | Jobs | Positions | Shifts | EmployeeSchedules | AttendanceEntries | LeaveRequests | PayrollRuns | PayrollRunLines,R49,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-280,HR-009,HR,الموارد البشرية والرواتب,جداول الموظفين,Employee Schedules,ويب الإدارة/سطح المكتب + خدمة ذاتية عند الحاجة (Admin + Self-Service),P1,إسناد الورديات والأيام للموظفين.,البيانات الأساسية (General) | الوظيفة/العقد (Employment/Contract) | الجدول والحضور (Schedule/Attendance) | الرواتب (Payroll) | الوثائق (Documents) | الطلبات (Requests) | التدقيق (Audit),رقم الموظف (Employee No) | الموظف (Employee) | الشركة/الفرع (Company/Branch) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | الوردية (Shift) | الحالة (Status) | المبلغ/الساعات (Amount/Hours),الموظف (Employee) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | القيمة (Value) | الحالة (Status),جديد (New) | حفظ (Save) | طلب (Request) | اعتماد (Approve) | رفض (Reject) | احتساب (Calculate) | إقفال (Close) | طباعة (Print),Draft/Request → Validation → Approval when required → Effective/Processed → Audit,HR-009.View | HR-009.Edit | HR-009.Approve,Employees | EmployeeContracts | EmployeeDocuments | Jobs | Positions | Shifts | EmployeeSchedules | AttendanceEntries | LeaveRequests | PayrollRuns | PayrollRunLines,R49,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-281,HR-010,HR,الموارد البشرية والرواتب,الحضور والانصراف,Attendance,ويب الإدارة/سطح المكتب + خدمة ذاتية عند الحاجة (Admin + Self-Service),P1,تسجيل وتحليل الدخول والخروج.,البيانات الأساسية (General) | الوظيفة/العقد (Employment/Contract) | الجدول والحضور (Schedule/Attendance) | الرواتب (Payroll) | الوثائق (Documents) | الطلبات (Requests) | التدقيق (Audit),رقم الموظف (Employee No) | الموظف (Employee) | الشركة/الفرع (Company/Branch) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | الوردية (Shift) | الحالة (Status) | المبلغ/الساعات (Amount/Hours),الموظف (Employee) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | القيمة (Value) | الحالة (Status),جديد (New) | حفظ (Save) | طلب (Request) | اعتماد (Approve) | رفض (Reject) | احتساب (Calculate) | إقفال (Close) | طباعة (Print),Draft/Request → Validation → Approval when required → Effective/Processed → Audit,HR-010.View | HR-010.Edit | HR-010.Approve,Employees | EmployeeContracts | EmployeeDocuments | Jobs | Positions | Shifts | EmployeeSchedules | AttendanceEntries | LeaveRequests | PayrollRuns | PayrollRunLines,R49,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-282,HR-011,HR,الموارد البشرية والرواتب,تصحيح الحضور,Attendance Corrections,ويب الإدارة/سطح المكتب + خدمة ذاتية عند الحاجة (Admin + Self-Service),P1,طلب واعتماد تصحيح حركة الحضور.,البيانات الأساسية (General) | الوظيفة/العقد (Employment/Contract) | الجدول والحضور (Schedule/Attendance) | الرواتب (Payroll) | الوثائق (Documents) | الطلبات (Requests) | التدقيق (Audit),رقم الموظف (Employee No) | الموظف (Employee) | الشركة/الفرع (Company/Branch) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | الوردية (Shift) | الحالة (Status) | المبلغ/الساعات (Amount/Hours),الموظف (Employee) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | القيمة (Value) | الحالة (Status),جديد (New) | حفظ (Save) | طلب (Request) | اعتماد (Approve) | رفض (Reject) | احتساب (Calculate) | إقفال (Close) | طباعة (Print),Draft/Request → Validation → Approval when required → Effective/Processed → Audit,HR-011.View | HR-011.Edit | HR-011.Approve,Employees | EmployeeContracts | EmployeeDocuments | Jobs | Positions | Shifts | EmployeeSchedules | AttendanceEntries | LeaveRequests | PayrollRuns | PayrollRunLines,R49,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-283,HR-012,HR,الموارد البشرية والرواتب,الإجازات,Leave Requests,ويب الإدارة/سطح المكتب + خدمة ذاتية عند الحاجة (Admin + Self-Service),P1,طلب واعتماد الإجازات والأرصدة.,البيانات الأساسية (General) | الوظيفة/العقد (Employment/Contract) | الجدول والحضور (Schedule/Attendance) | الرواتب (Payroll) | الوثائق (Documents) | الطلبات (Requests) | التدقيق (Audit),رقم الموظف (Employee No) | الموظف (Employee) | الشركة/الفرع (Company/Branch) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | الوردية (Shift) | الحالة (Status) | المبلغ/الساعات (Amount/Hours),الموظف (Employee) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | القيمة (Value) | الحالة (Status),جديد (New) | حفظ (Save) | طلب (Request) | اعتماد (Approve) | رفض (Reject) | احتساب (Calculate) | إقفال (Close) | طباعة (Print),Draft/Request → Validation → Approval when required → Effective/Processed → Audit,HR-012.View | HR-012.Edit | HR-012.Approve,Employees | EmployeeContracts | EmployeeDocuments | Jobs | Positions | Shifts | EmployeeSchedules | AttendanceEntries | LeaveRequests | PayrollRuns | PayrollRunLines,R49,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-284,HR-013,HR,الموارد البشرية والرواتب,الأذونات,Permission Requests,ويب الإدارة/سطح المكتب + خدمة ذاتية عند الحاجة (Admin + Self-Service),P1,إذن خروج/تأخير/مغادرة.,البيانات الأساسية (General) | الوظيفة/العقد (Employment/Contract) | الجدول والحضور (Schedule/Attendance) | الرواتب (Payroll) | الوثائق (Documents) | الطلبات (Requests) | التدقيق (Audit),رقم الموظف (Employee No) | الموظف (Employee) | الشركة/الفرع (Company/Branch) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | الوردية (Shift) | الحالة (Status) | المبلغ/الساعات (Amount/Hours),الموظف (Employee) | الإدارة (Department) | الوظيفة (Job) | التاريخ (Date) | القيمة (Value) | الحالة (Status),جديد (New) | حفظ (Save) | طلب (Request) | اعتماد (Approve) | رفض (Reject) | احتساب (Calculate) | إقفال (Close) | طباعة (Print),Draft/Request → Validation → Approval when required → Effective/Processed → Audit,HR-013.View | HR-013.Edit | HR-013.Approve,Employees | EmployeeContracts | EmployeeDocuments | Jobs | Positions | Shifts | EmployeeSchedules | AttendanceEntries | LeaveRequests | PayrollRuns | PayrollRunLines,R49,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
